"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2007","2007",44.7,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2008","2008",44.7,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2009","2009",44.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2010","2010",44.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2011","2011",45.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2012","2012",45.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2013","2013",45.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2014","2014",45.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2015","2015",45.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2016","2016",45.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUS","Australia","2017","2017",45.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2000","2000",24.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2001","2001",25,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2002","2002",25.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2003","2003",25.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2004","2004",25.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2005","2005",25.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2006","2006",25.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2007","2007",26,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2008","2008",26,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2009","2009",26.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2010","2010",26.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2011","2011",26.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2012","2012",26.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2013","2013",26.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2014","2014",26.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2015","2015",26.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2016","2016",26.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUS","Australia","2017","2017",26.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2000","2000",20.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2001","2001",20.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2002","2002",20.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2003","2003",21,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2004","2004",21.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2005","2005",21.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2006","2006",21.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2007","2007",21.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2008","2008",21.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2009","2009",21.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2010","2010",21.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2011","2011",22,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2012","2012",22,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2013","2013",22.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2014","2014",22.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2015","2015",22.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2016","2016",22.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUS","Australia","2017","2017",22.3,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2000","2000",9.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2001","2001",9.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2002","2002",9.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2003","2003",9.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2004","2004",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2005","2005",9.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2006","2006",9.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2007","2007",10,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2008","2008",10,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2009","2009",10,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2010","2010",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2011","2011",10.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2012","2012",10.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2013","2013",10.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2014","2014",10.3,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2015","2015",10.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2016","2016",10.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUS","Australia","2017","2017",10.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2000","2000",76.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2001","2001",77,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2002","2002",77.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2003","2003",77.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2004","2004",78.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2005","2005",78.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2006","2006",78.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2007","2007",79,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2008","2008",79.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2009","2009",79.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2010","2010",79.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2011","2011",79.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2012","2012",79.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2013","2013",80.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2014","2014",80.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2015","2015",80.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2016","2016",80.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUS","Australia","2017","2017",80.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2000","2000",38.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2001","2001",39.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2002","2002",39.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2003","2003",39.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2004","2004",39.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2005","2005",40.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2006","2006",40.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2007","2007",40.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2008","2008",40.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2009","2009",41,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2010","2010",41,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2011","2011",41.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2012","2012",41.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2013","2013",41.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2014","2014",41.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2015","2015",41.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2016","2016",41.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUS","Australia","2017","2017",41.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2000","2000",20.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2001","2001",21.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2002","2002",21.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2003","2003",21.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2004","2004",21.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2005","2005",22.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2006","2006",22.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2007","2007",22.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2008","2008",22.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2009","2009",22.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2010","2010",23,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2011","2011",23.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2012","2012",23.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2013","2013",23.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2014","2014",23.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2015","2015",23.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2016","2016",23.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUS","Australia","2017","2017",23.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2000","2000",16.9,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2001","2001",17.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2002","2002",17.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2003","2003",17.6,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2004","2004",17.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2005","2005",18.1,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2006","2006",18.3,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2007","2007",18.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2008","2008",18.6,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2009","2009",18.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2010","2010",18.9,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2011","2011",19.1,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2012","2012",19.1,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2013","2013",19.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2014","2014",19.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2015","2015",19.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2016","2016",19.6,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUS","Australia","2017","2017",19.7,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2000","2000",7.6,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2001","2001",7.8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2002","2002",7.8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2003","2003",7.9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2004","2004",8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2005","2005",8.2,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2006","2006",8.2,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2007","2007",8.3,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2008","2008",8.3,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2009","2009",8.4,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2010","2010",8.5,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2011","2011",8.6,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2012","2012",8.6,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2013","2013",8.6,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2014","2014",8.7,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2015","2015",8.8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2016","2016",8.9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","AUS","Australia","2017","2017",8.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2000","2000",79.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2001","2001",79.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2002","2002",80,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2003","2003",80.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2004","2004",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2005","2005",80.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2006","2006",81.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2007","2007",81.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2008","2008",81.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2009","2009",81.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2010","2010",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2011","2011",82,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2012","2012",82.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2013","2013",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2014","2014",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2015","2015",82.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2016","2016",82.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","AUS","Australia","2017","2017",82.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2000","2000",81.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2001","2001",81.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2002","2002",81.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2003","2003",81.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2004","2004",82.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2005","2005",82.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2006","2006",82.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2007","2007",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2008","2008",83.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2009","2009",83.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2010","2010",83.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2011","2011",83.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2012","2012",83.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2013","2013",83.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2014","2014",84,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2015","2015",83.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2016","2016",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2017","2017",84,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2000","2000",42.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2001","2001",42.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2002","2002",42.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2003","2003",42.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2004","2004",43,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2005","2005",43.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2006","2006",43.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2007","2007",43.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2008","2008",44.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2009","2009",44.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2010","2010",44.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2011","2011",44.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2012","2012",44.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2013","2013",44.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2014","2014",44.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2015","2015",44.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2016","2016",44.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2017","2017",44.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2000","2000",24,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2001","2001",24.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2002","2002",24.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2003","2003",24,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2004","2004",24.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2005","2005",24.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2006","2006",25,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2007","2007",25.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2008","2008",25.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2009","2009",25.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2010","2010",25.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2011","2011",26,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2012","2012",25.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2013","2013",25.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2014","2014",26.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2015","2015",25.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2016","2016",26.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2017","2017",25.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2000","2000",19.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2001","2001",20,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2002","2002",19.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2003","2003",19.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2004","2004",20.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2005","2005",20.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2006","2006",20.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2007","2007",21,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2008","2008",21.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2009","2009",21.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2010","2010",21.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2011","2011",21.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2012","2012",21.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2013","2013",21.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2014","2014",21.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2015","2015",21.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2016","2016",21.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2017","2017",21.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2000","2000",8.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2001","2001",8.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2002","2002",8.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2003","2003",8.3,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2004","2004",8.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2005","2005",8.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2006","2006",9.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2007","2007",9.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2008","2008",9.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2009","2009",9.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2010","2010",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2011","2011",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2012","2012",9.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2013","2013",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2014","2014",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2015","2015",9.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2016","2016",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2017","2017",9.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2000","2000",75.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2001","2001",75.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2002","2002",75.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2003","2003",75.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2004","2004",76.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2005","2005",76.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2006","2006",77.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2007","2007",77.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2008","2008",77.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2009","2009",77.6,,
